0,0
4.99971E-05,4.99988E-07
0.000199953,3.9996E-06
0.000449764,1.3497E-05
0.000799254,3.19872E-05
0.001248178,6.24609E-05
0.001796222,0.000107903
0.002443002,0.00017129
0.003188065,0.000255591
0.004030887,0.000363762
0.004970876,0.000498751
0.006007373,0.000663489
0.007139648,0.000860894
0.008366905,0.001093867
0.009688277,0.00136529
0.011102833,0.001678029
0.012609574,0.002034926
0.014207434,0.002438803
0.015895281,0.002892457
0.017671917,0.00339866
0.019536081,0.00396016
0.021486445,0.004579673
0.023521618,0.005259891
0.025640146,0.00600347
0.027840513,0.006813039
0.030121141,0.00769119
0.032480388,0.008640483
0.034916556,0.009663441
0.037427883,0.01076255
0.040012551,0.011940257
0.042668682,0.01319897
0.045394342,0.014541056
0.048187539,0.01596884
0.051046228,0.017484602
0.053968306,0.01909058
0.056951619,0.020788964
0.059993959,0.022581897
0.063093066,0.024471476
0.06624663,0.026459747
0.069452291,0.028548706
0.072707639,0.030740297
0.076010219,0.033036413
0.079357527,0.035438893
0.082747016,0.037949521
0.086176091,0.040570026
0.089642118,0.043302079
0.093142419,0.046147297
0.096674276,0.049107235
0.10023493,0.052183391
0.103821585,0.055377203
0.107431409,0.058690046
0.111061532,0.062123236
0.114709051,0.065678024
0.11837103,0.0693556
0.122044499,0.073157088
0.125726461,0.077083549
0.129413888,0.081135977
0.133103723,0.085315301
0.136792885,0.089622382
0.140478267,0.094058017
0.144156738,0.09862293
0.147825145,0.103317782
0.151480314,0.108143161
0.155119054,0.113099587
0.158738153,0.118187511
0.162334384,0.123407313
0.165904506,0.128759302
0.169445262,0.134243716
0.172953386,0.139860723
0.176425599,0.145610417
0.179858616,0.151492822
0.183249141,0.15750789
0.186593875,0.163655498
0.189889512,0.169935453
0.193132746,0.176347489
0.196320268,0.182891267
0.199448768,0.189566373
0.20251494,0.196372323
0.205515479,0.203308559
0.208447087,0.210374449
0.21130647,0.217569289
0.214090344,0.224892303
0.216795432,0.232342639
0.219418469,0.239919376
0.221956202,0.247621519
0.224405393,0.255448
0.226762818,0.26339768
0.229025271,0.271469348
0.231189564,0.27966172
0.233252527,0.287973444
0.235211016,0.296403094
0.237061904,0.304949175
0.238802094,0.313610122
0.240428512,0.322384299
0.241938111,0.331270003
0.243327873,0.340265461
0.244594812,0.349368831
0.245735971,0.358578206
0.246748429,0.36789161
0.247629297,0.377307001
0.248375724,0.386822271
0.248984894,0.396435249
0.249454032,0.406143696
0.249780402,0.415945314
0.249961308,0.425837737
0.2499941,0.435818542
0.249876169,0.445885242
0.249604954,0.456035288
0.249177937,0.466266076
0.248592652,0.476574941
0.24784668,0.486959158
0.246937652,0.49741595
0.245863252,0.50794248
0.244621216,0.518535858
0.243209334,0.529193142
0.241625452,0.539911334
0.23986747,0.550687387
0.237933348,0.561518201
0.235821103,0.57240063
0.233528812,0.583331475
0.231054612,0.594307496
0.228396704,0.605325401
0.225553347,0.616381857
0.222522869,0.627473487
0.219303658,0.638596871
0.21589417,0.649748547
0.212292927,0.660925017
0.208498517,0.67212274
0.204509598,0.683338142
0.200324896,0.69456761
0.195943205,0.7058075
0.191363393,0.71705413
0.186584397,0.728303793
0.181605225,0.739552745
0.176424961,0.750797219
0.171042758,0.762033418
0.165457847,0.773257518
0.15966953,0.784465672
0.153677186,0.795654011
0.147480271,0.806818642
0.141078313,0.817955655
0.134470921,0.829061119
